psiturk_id_sa,trial_no_sa,Participant_data_sa,psiturk_id_w,trial_no_w,Participant_data_w,psiturk_id_q,trial_no_q,Participant_data_q,state,action,observation,end_state,reward,cost,nearness_to_berth,total_reward
debug556rK:debuggvHTS,36,high,debug556rK:debuggvHTS,29,high,debug556rK:debuggvHTS,19, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_high_block_berth_3,wh_question,command_drop_berth_1,high_high_drop_berth_1,-100,-1,1,-100
debug556rK:debuggvHTS,80,high,debug556rK:debuggvHTS,118,high,debug556rK:debuggvHTS,126, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_high_block_berth_3,wh_question,command_drop_berth_1,low_high_drop_berth_1,-100,-1,1,-100
debug556rK:debuggvHTS,130,low,debug556rK:debuggvHTS,156,medium,debug556rK:debuggvHTS,179, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_medium_block_berth_3,wh_question,command_drop_berth_1,high_medium_drop_berth_1,-100,-1,1,-100
debug5MXZ6:debugVOm6q,42,low,debug5MXZ6:debugVOm6q,57,high,debug5MXZ6:debugVOm6q,60, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,low_high_block_berth_2,yn_question,command_drop_berth_2,low_high_drop_berth_2,-100,-1,-2,-103
debug6gy6p:debug45zvk,49,low,debug6gy6p:debug45zvk,41,medium,debug6gy6p:debug45zvk,14, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_medium_block_berth_3,wh_question,command_drop_berth_3,low_medium_drop_berth_3,-100,-1,-2,-103
debug6gy6p:debug45zvk,147,high,debug6gy6p:debug45zvk,128,medium,debug6gy6p:debug45zvk,152, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_medium_block_berth_2,wh_question,command_drop_berth_3,high_low_drop_berth_3,-100,-1,-2,-103
debug6gy6p:debug45zvk,147,high,debug6gy6p:debug45zvk,169,low,debug6gy6p:debug45zvk,230, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_low_block_berth_3,wh_question,command_drop_berth_1,low_low_drop_berth_1,-100,-1,1,-100
debug6JBPf:debugydPIo,30,high,debug6JBPf:debugydPIo,47,low,debug6JBPf:debugydPIo,49, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_low_block_berth_2,wh_question,command_drop_berth_2,high_medium_drop_berth_2,-100,-1,-2,-103
debug6JBPf:debugydPIo,80,high,debug6JBPf:debugydPIo,146,medium,debug6JBPf:debugydPIo,162, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_medium_block_berth_3,wh_question,command_drop_berth_3,high_medium_drop_berth_3,-100,-1,-2,-103
debug6JBPf:debugydPIo,171,high,debug6JBPf:debugydPIo,197,medium,debug6JBPf:debugydPIo,246, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_medium_block_berth_2,wh_question,command_drop_berth_2,high_low_drop_berth_2,-100,-1,-2,-103
debug6qABs:debugMWNKg,168,low,debug6qABs:debugMWNKg,206,high,debug6qABs:debugMWNKg,240, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,low_high_block_berth_2,yn_question,command_drop_berth_3,low_medium_drop_berth_3,-100,-1,-2,-103
debug6RxXI:debugB4TlT,27,high,debug6RxXI:debugB4TlT,20,high,debug6RxXI:debugB4TlT,12, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_high_block_berth_2,wh_question,command_drop_berth_2,high_high_drop_berth_2,-100,-1,-2,-103
debug6RxXI:debugB4TlT,63,low,debug6RxXI:debugB4TlT,102,high,debug6RxXI:debugB4TlT,109, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_high_block_berth_1,wh_question,command_drop_berth_2,INVALID,-100,-1,-2,-103
debug6RxXI:debugB4TlT,185,high,debug6RxXI:debugB4TlT,166,low,debug6RxXI:debugB4TlT,199, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_low_block_berth_2,wh_question,command_drop_berth_1,high_low_drop_berth_1,-100,-1,1,-100
debug6xY4e:debugKsvnr,129,low,debug6xY4e:debugKsvnr,222,low,debug6xY4e:debugKsvnr,235, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 3?,low_low_block_berth_1,yn_question,command_drop_berth_3,low_low_drop_berth_3,-100,-1,-2,-103
debug79pw2:debugaizKL,50,high,debug79pw2:debugaizKL,32,low,debug79pw2:debugaizKL,13, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_low_block_berth_2,wh_question,command_drop_berth_2,high_low_drop_berth_2,-100,-1,1,-100
debug7gLvM:debugoZmJc,31,low,debug7gLvM:debugoZmJc,20,medium,debug7gLvM:debugoZmJc,15, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_medium_block_berth_1,wh_question,command_drop_berth_2,low_medium_drop_berth_2,-100,-1,-2,-103
debug7gLvM:debugoZmJc,97,low,debug7gLvM:debugoZmJc,175,high,debug7gLvM:debugoZmJc,183, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_high_block_berth_3,wh_question,command_drop_berth_2,high_high_drop_berth_2,-100,-1,1,-100
debug8AqiZ:debugw3XWf,170,low,debug8AqiZ:debugw3XWf,209,medium,debug8AqiZ:debugw3XWf,258, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,low_medium_block_berth_1,yn_question,command_drop_berth_3,low_medium_drop_berth_3,-100,-1,-2,-103
debug8iSkO:debugkIoNH,71,high,debug8iSkO:debugkIoNH,110,medium,debug8iSkO:debugkIoNH,119, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_medium_block_berth_1,wh_question,command_drop_berth_3,INVALID,-100,-1,-2,-103
debug8iSkO:debugkIoNH,178,low,debug8iSkO:debugkIoNH,204,medium,debug8iSkO:debugkIoNH,218, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_medium_block_berth_2,wh_question,command_drop_berth_2,low_high_drop_berth_2,-100,-1,-2,-103
debug8Jg36:debug0wt1K,59,high,debug8Jg36:debug0wt1K,69,low,debug8Jg36:debug0wt1K,88, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_low_block_berth_1,wh_question,command_drop_berth_3,INVALID,-100,-1,-2,-103
debug8Jg36:debug0wt1K,91,low,debug8Jg36:debug0wt1K,110,high,debug8Jg36:debug0wt1K,121, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_high_block_berth_3,wh_question,command_drop_berth_2,INVALID,-100,-1,-2,-103
debug8YomT:debugxsZ8T,34,high,debug8YomT:debugxsZ8T,27,low,debug8YomT:debugxsZ8T,12, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,high_low_block_berth_2,yn_question,command_drop_berth_1,high_low_drop_berth_1,-100,-1,1,-100
debug973Ov:debugGJAeS,94,high,debug973Ov:debugGJAeS,90,medium,debug973Ov:debugGJAeS,99, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_medium_block_berth_1,wh_question,command_drop_berth_2,high_high_drop_berth_2,-100,-1,-2,-103
debug973Ov:debugGJAeS,232,low,debug973Ov:debugGJAeS,224,high,debug973Ov:debugGJAeS,253, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_high_block_berth_2,wh_question,command_drop_berth_3,high_high_drop_berth_3,-100,-1,-2,-103
debug9cmNQ:debuguva3l,32,low,debug9cmNQ:debuguva3l,47,high,debug9cmNQ:debuguva3l,50, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_high_block_berth_3,wh_question,command_drop_berth_2,low_high_drop_berth_2,-100,-1,1,-100
debug9cmNQ:debuguva3l,87,low,debug9cmNQ:debuguva3l,73,medium,debug9cmNQ:debuguva3l,99, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_medium_block_berth_3,wh_question,command_drop_berth_1,low_low_drop_berth_1,-100,-1,1,-100
debug9O7Vl:debugipmRF,29,high,debug9O7Vl:debugipmRF,22,medium,debug9O7Vl:debugipmRF,13, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_medium_block_berth_3,wh_question,command_drop_berth_1,high_medium_drop_berth_1,-100,-1,1,-100
debug9O7Vl:debugipmRF,29,high,debug9O7Vl:debugipmRF,34,medium,debug9O7Vl:debugipmRF,36, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_medium_block_berth_2,wh_question,command_drop_berth_3,high_medium_drop_berth_3,-100,-1,-2,-103
debug9O7Vl:debugipmRF,55,low,debug9O7Vl:debugipmRF,85,medium,debug9O7Vl:debugipmRF,95, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_medium_block_berth_1,wh_question,command_drop_berth_1,low_medium_drop_berth_1,-100,-1,1,-100
debug9O7Vl:debugipmRF,174,low,debug9O7Vl:debugipmRF,205,medium,debug9O7Vl:debugipmRF,224, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_medium_block_berth_3,wh_question,command_drop_berth_1,low_medium_drop_berth_1,-100,-1,1,-100
debug9zME0:debugtlo7F,167,low,debug9zME0:debugtlo7F,214,high,debug9zME0:debugtlo7F,268, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,low_high_block_berth_2,yn_question,command_drop_berth_2,low_medium_drop_berth_2,-100,-1,1,-100
debugAma2W:debugJD76F,202,high,debugAma2W:debugJD76F,236,medium,debugAma2W:debugJD76F,283, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_medium_block_berth_2,wh_question,command_drop_berth_2,high_high_drop_berth_2,-100,-1,1,-100
debugAojxr:debugwke5v,79,low,debugAojxr:debugwke5v,150,medium,debugAojxr:debugwke5v,164, yn_question  questionI think Berth 1 is blocked. Can I put the bag on Berth 3?,low_medium_block_berth_1,yn_question,command_drop_berth_1,high_medium_drop_berth_1,-100,-1,1,-100
debugaWocm:debug06D3V,23,low,debugaWocm:debug06D3V,30,medium,debugaWocm:debug06D3V,32, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_medium_block_berth_2,wh_question,command_drop_berth_3,low_medium_drop_berth_3,-100,-1,-2,-103
debugaWocm:debug06D3V,49,low,debugaWocm:debug06D3V,58,medium,debugaWocm:debug06D3V,82, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_medium_block_berth_1,wh_question,command_drop_berth_1,high_high_drop_berth_1,-100,-1,1,-100
debugaWocm:debug06D3V,131,low,debugaWocm:debug06D3V,152,high,debugaWocm:debug06D3V,166, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_high_block_berth_2,wh_question,command_drop_berth_1,low_medium_drop_berth_1,-100,-1,1,-100
debugb3y85:debugMuDHz,44,high,debugb3y85:debugMuDHz,62,high,debugb3y85:debugMuDHz,66, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_high_block_berth_2,wh_question,command_drop_berth_3,high_high_drop_berth_3,-100,-1,-2,-103
debugb4x8p:debugXlJNM,23,low,debugb4x8p:debugXlJNM,16,medium,debugb4x8p:debugXlJNM,26, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_medium_block_berth_1,wh_question,command_drop_berth_1,low_high_drop_berth_1,-100,-1,1,-100
debugb4x8p:debugXlJNM,40,low,debugb4x8p:debugXlJNM,59,medium,debugb4x8p:debugXlJNM,64, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_medium_block_berth_2,wh_question,command_drop_berth_1,high_medium_drop_berth_1,-100,-1,1,-100
debugb4x8p:debugXlJNM,100,low,debugb4x8p:debugXlJNM,121,low,debugb4x8p:debugXlJNM,129, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_low_block_berth_3,wh_question,command_drop_berth_2,low_medium_drop_berth_2,-100,-1,1,-100
debugbc5EY:debugnpF37,64,low,debugbc5EY:debugnpF37,113,high,debugbc5EY:debugnpF37,122, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 1?,low_high_block_berth_1,yn_question,command_drop_berth_1,high_high_drop_berth_1,-100,-1,1,-100
debugBDt12:debugLLWJM,36,high,debugBDt12:debugLLWJM,46,high,debugBDt12:debugLLWJM,48, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_high_block_berth_1,wh_question,command_drop_berth_3,high_high_drop_berth_3,-100,-1,-2,-103
debugBDt12:debugLLWJM,79,high,debugBDt12:debugLLWJM,66,high,debugBDt12:debugLLWJM,92, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,high_high_block_berth_1,wh_question,command_drop_berth_1,high_high_drop_berth_1,-100,-1,1,-100
debugBDt12:debugLLWJM,79,high,debugBDt12:debugLLWJM,152,high,debugBDt12:debugLLWJM,166, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_high_block_berth_2,wh_question,command_drop_berth_2,low_high_drop_berth_2,-100,-1,1,-100
debugBIOQW:debugRUp7k,34,low,debugBIOQW:debugRUp7k,30,low,debugBIOQW:debugRUp7k,14, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_low_block_berth_2,wh_question,command_drop_berth_1,low_low_drop_berth_1,-100,-1,1,-100
debugBIOQW:debugRUp7k,104,high,debugBIOQW:debugRUp7k,83,low,debugBIOQW:debugRUp7k,115, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_low_block_berth_3,wh_question,command_drop_berth_1,INVALID,-100,-1,-2,-103
debugbS1rh:debughRtj0,40,high,debugbS1rh:debughRtj0,58,medium,debugbS1rh:debughRtj0,60, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,high_medium_block_berth_3,wh_question,command_drop_berth_2,high_medium_drop_berth_2,-100,-1,1,-100
debugbS1rh:debughRtj0,113,high,debugbS1rh:debughRtj0,93,high,debugbS1rh:debughRtj0,125, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_high_block_berth_2,wh_question,command_drop_berth_1,high_low_drop_berth_1,-100,-1,1,-100
debugbS1rh:debughRtj0,210,low,debugbS1rh:debughRtj0,246,high,debugbS1rh:debughRtj0,298, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_high_block_berth_3,wh_question,command_drop_berth_2,high_low_drop_berth_2,-100,-1,1,-100
debugBX6yA:debugwRKus,162,low,debugBX6yA:debugwRKus,190,high,debugBX6yA:debugwRKus,234, yn_question  questionI think Berth 2 is blocked. Can I put the bag on Berth 3?,low_high_block_berth_2,yn_question,command_drop_berth_1,INVALID,-100,-1,-2,-103
debugBXZkM:debugti9dn,28,high,debugBXZkM:debugti9dn,21,medium,debugBXZkM:debugti9dn,46, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,high_medium_block_berth_1,yn_question,command_drop_berth_2,INVALID,-100,-1,-2,-103
debugBXZkM:debugti9dn,94,high,debugBXZkM:debugti9dn,79,medium,debugBXZkM:debugti9dn,105, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 2?,high_medium_block_berth_2,yn_question,command_drop_berth_2,high_high_drop_berth_2,-100,-1,1,-100
debugBXZkM:debugti9dn,94,high,debugBXZkM:debugti9dn,153,low,debugBXZkM:debugti9dn,165, yn_question  questionI think Berth 3 is blocked. Can I put the bag on Berth 1?,high_low_block_berth_1,yn_question,command_drop_berth_3,low_medium_drop_berth_3,-100,-1,-2,-103
debugC4DAC:debugnFykT,114,low,debugC4DAC:debugnFykT,195,medium,debugC4DAC:debugnFykT,213, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,low_medium_block_berth_2,wh_question,command_drop_berth_2,high_medium_drop_berth_2,-100,-1,1,-100
debugC4DAC:debugnFykT,283,low,debugC4DAC:debugnFykT,310,high,debugC4DAC:debugnFykT,328, wh_question  questionI think Berth3 is blocked. Where you want me to put this bag?,low_high_block_berth_3,wh_question,command_drop_berth_3,low_medium_drop_berth_3,-100,-1,-2,-103
debugCKETg:debugV2enb,229,high,debugCKETg:debugV2enb,266,low,debugCKETg:debugV2enb,306, wh_question  questionI think Berth2 is blocked. Where you want me to put this bag?,high_low_block_berth_2,wh_question,command_drop_berth_1,INVALID,-100,-1,-2,-103
debugCKETg:debugV2enb,333,low,debugCKETg:debugV2enb,376,medium,debugCKETg:debugV2enb,399, wh_question  questionI think Berth1 is blocked. Where you want me to put this bag?,low_medium_block_berth_1,wh_question,command_drop_berth_2,low_low_drop_berth_2,-100,-1,-2,-103
